,JobpostID,Duration
2066,2066,DURATION:  Annually renewable long-term contract.
2068,2068,DURATION:  Long term
2069,2069,DURATION:  Long term
2070,2070,DURATION:  Long term
2071,2071,DURATION:  Long term
2072,2072,DURATION:  Long term
2073,2073,DURATION:  Long term
2074,2074,DURATION:  Long term
2075,2075,DURATION:  Long term
2076,2076,DURATION:  Long term
2077,2077,"DURATION:  1-year contract, renewable, with  3 months probation period."
2079,2079,DURATION:  4 weeks
2082,2082,DURATION:  Permanent
2084,2084,DURATION:  Long term
2086,2086,DURATION:  Long term
2087,2087,DURATION:  Six-months contract with possible extension.
2088,2088,DURATION:  Three-months contract with possible extension.
2090,2090,DURATION:  Long term
2091,2091,DURATION:  Long term
2096,2096,DURATION:  Long term
2098,2098,DURATION:  3 months probation with possible extension up to December
2099,2099,DURATION:  3 months probation with possible extension up to December
2100,2100,DURATION:  3 months probation with possible extension up to December
2101,2101,DURATION:  3 months probation with possible extension up to December
2102,2102,DURATION:  3 months probation with possible extension up to December
2104,2104,DURATION:  One year contract with possible extension (probation period
2105,2105,DURATION:  1 year contract with possible extension (probation period
2106,2106,"DURATION:  Long term, with 1 month probation period."
2110,2110,DURATION:  Long term
2115,2115,"DURATION:  Permanent, with 3 months probation period."
2116,2116,DURATION:  Permanent
2118,2118,DURATION:  Long term
2119,2119,DURATION:  Long term
2120,2120,DURATION:  Long term
2121,2121,DURATION:  Long term
2122,2122,DURATION:  Permanent
2124,2124,DURATION:  10 months
2142,2142,DURATION:  Long term
2144,2144,DURATION:  Long term
2145,2145,DURATION:  3 weeks
2147,2147,DURATION:  3 months probation with possible extension up to December
2148,2148,DURATION:  Long term (a contract with undetermined period of time).
2151,2151,DURATION:  Long term
2152,2152,DURATION:  Long term
2157,2157,DURATION:  1 year. Renewable.
2162,2162,DURATION:  One-year contract fixed term.
2163,2163,DURATION:  One-year contract fixed term.
2165,2165,DURATION:  Long term
2166,2166,DURATION:  5 months
2167,2167,DURATION:  Permanent
2180,2180,DURATION:  Long term
2181,2181,DURATION:  Long term
2182,2182,DURATION:  Permanent
2183,2183,DURATION:  One year with possible extension (probation period applies).
2184,2184,DURATION:  One year with possible extension (probation period applies).
2185,2185,DURATION:  One year with possible extension (probation period applies).
2186,2186,DURATION:  One-year contract fixed term with possible extension.
2188,2188,DURATION:  Long term
2189,2189,DURATION:  Long term
2190,2190,DURATION:  Long term
2192,2192,DURATION:  Permanent
2193,2193,DURATION:  Permanent
2194,2194,DURATION:  3 months probation with possible extension.
2195,2195,DURATION:  3.5 years
2196,2196,DURATION:  3 months probation with possible extension.
2198,2198,DURATION:  Permanent
2199,2199,DURATION:  Permanent
2200,2200,DURATION:  Long term
2201,2201,DURATION:  3 months probation period with possible extension.
2203,2203,"DURATION:  11 months, extension possible subject to availability of"
2205,2205,DURATION:  Long term
2208,2208,DURATION:  Long term
2211,2211,DURATION:  Six-month Special Fixed Term Contract with possible extension
2212,2212,DURATION:  Long term
2217,2217,DURATION:  Permanent
2219,2219,DURATION:  Permanent
2220,2220,DURATION:  12 weeks
2221,2221,DURATION:  12 weeks
2222,2222,DURATION:  Long term
2223,2223,DURATION:  12 weeks
2224,2224,DURATION:  Long term
2225,2225,"DURATION:  15 weeks, 6 day work week"
2226,2226,DURATION:  Long term
2227,2227,DURATION:  6 months
2228,2228,DURATION:  Long term
2229,2229,DURATION:  Permanent
2230,2230,DURATION:  1 day
2232,2232,DURATION:  Permanent
2233,2233,"DURATION:  Long term, with 2 month probation period."
2234,2234,DURATION:  Long term
2235,2235,DURATION:  Long term
2236,2236,DURATION:  Long term
2237,2237,"DURATION:  One-year contract, with possible extension."
2238,2238,DURATION:  Long term
2239,2239,DURATION:  Permanent
2246,2246,DURATION:  Long term
2247,2247,DURATION:  Long term
2248,2248,DURATION:  Long term
2249,2249,DURATION:  Permanent
2250,2250,DURATION:  Permanent
2251,2251,DURATION:  Permanent
2252,2252,DURATION:  Permanent
2253,2253,"DURATION:  Long term, with 2 months probation period."
2254,2254,DURATION:  Long term
2256,2256,DURATION:  Long term
2259,2259,DURATION:  Permanent
2262,2262,DURATION:  Long term
2263,2263,DURATION:  Long term
2264,2264,DURATION:  Long term
2265,2265,DURATION:  4.5 years
2266,2266,DURATION:  Permanent
2268,2268,DURATION:  Permanent
2269,2269,DURATION:  Long term
2270,2270,DURATION:  Long term
2271,2271,DURATION:  Long term
2272,2272,DURATION:  Long term
2273,2273,DURATION:  Permanent
2274,2274,DURATION:  Long term
2275,2275,DURATION:  Long term
2281,2281,DURATION:  Full time
2282,2282,DURATION:  12 months
2283,2283,DURATION:  5 months (with  possible extension).
2284,2284,"DURATION:  Long term, with two months probation period."
2285,2285,"DURATION:  Long term, with two months probation period."
2287,2287,"DURATION:  Long term, with two months probation period."
2288,2288,DURATION:  Long term
2292,2292,DURATION:  Long term
2303,2303,"DURATION:  Long term, with one month probation period."
2309,2309,DURATION:  Long term
2313,2313,"DURATION:  Long term,  with two months probation period."
2317,2317,"DURATION:  Permanent, with 3 months probation period."
2319,2319,DURATION:  Long term with 3 months probation period.
2321,2321,DURATION:  Long term
2325,2325,DURATION:  One year (with three months probation).
2327,2327,DURATION:  Long term
2328,2328,DURATION:  Long term
2329,2329,DURATION:  Long term wirh 3 months probation period.
2339,2339,DURATION:  Long term
2340,2340,DURATION:  Long term
2341,2341,DURATION:  Long term
2343,2343,DURATION:  Long term
2346,2346,DURATION:  Long term with 3 months probation period.
2347,2347,DURATION:  One academic year
2348,2348,DURATION:  Long term
2350,2350,DURATION:  Long term
2351,2351,"DURATION:  Long term, with 3 months probation period."
2354,2354,DURATION:  Long term
2355,2355,DURATION:  Long term
2360,2360,DURATION:  Long term
2361,2361,DURATION:  Long term
2364,2364,DURATION:  Long term
2365,2365,DURATION:  3 month renewable
2366,2366,DURATION:  3 month renewable
2372,2372,DURATION:  1 year
2376,2376,DURATION:  Initially 3 years (with possible extension).
2377,2377,DURATION:  Initially 3 years (with possible extension).
2378,2378,DURATION:  Long term
2380,2380,DURATION:  Long term
2381,2381,"DURATION:  Permanent, with 3 months probation period."
2383,2383,DURATION:  One year with possible extension (probation period applies).
2385,2385,DURATION:  Long term
2387,2387,DURATION:  Long term
2395,2395,DURATION:  2 years (with possible extension).
2414,2414,DURATION:  Long term
2418,2418,DURATION:  One hour
2423,2423,DURATION:  Long term
2429,2429,DURATION:  6 months. June-November 2006
2432,2432,DURATION:  5 months (renewable to permanent).
2434,2434,DURATION:  Long term
2435,2435,DURATION:  3 years
2436,2436,DURATION:  Long term
2437,2437,DURATION:  Long term
2442,2442,"DURATION:  Long term, with 3 months probation period."
2443,2443,"DURATION:  Permanent, with 3 months probation period."
2445,2445,DURATION:  Fixed term
2446,2446,DURATION:  Permanent
2449,2449,DURATION:  Long term with 1 month probation period.
2455,2455,DURATION:  Long term
2461,2461,DURATION:  Long term
2462,2462,DURATION:  Long term
2464,2464,DURATION:  Long term
2468,2468,DURATION:  Long term
2469,2469,"DURATION:  Permanent, with 3 months probation period."
2470,2470,DURATION:  Long term
2473,2473,"DURATION:  Long Term, with 3 months probation period."
2474,2474,DURATION:  Long term
2475,2475,DURATION:  Long term
2476,2476,DURATION:  Long term
2478,2478,DURATION:  Long term
2479,2479,DURATION:  Long term
2484,2484,DURATION:  6 months or more
2485,2485,"DURATION:  Long term, with 2  months probation period."
2487,2487,DURATION:  Long term
2492,2492,"DURATION:  Long term, with one month probation period."
2493,2493,DURATION:  Long term
2499,2499,DURATION:  Fixed term
2501,2501,DURATION:  Fixed term
2502,2502,"DURATION:  8 months, with possible extension."
2505,2505,"DURATION:  Long term, with short (1-2 weeks) probation period."
2506,2506,DURATION:  Fixed term
2507,2507,DURATION:  Long term
2508,2508,DURATION:  Fixed term
2511,2511,DURATION:  At least 1 year.
2514,2514,DURATION:  Long term
2516,2516,DURATION:  At  least 1  year
2517,2517,DURATION:  Long term
2518,2518,DURATION:  Permanent
2521,2521,DURATION:  Long term
2538,2538,DURATION:  Long term
2541,2541,"DURATION:  Long term, with one month probation period."
2542,2542,DURATION:  Long term
2543,2543,DURATION:  2 years
2544,2544,DURATION:  Permanent
2548,2548,"DURATION:  Long term, with 3 months probation period."
2549,2549,"DURATION:  Long term, with 3 months probation period."
2551,2551,"DURATION:  Long term, with 1 week probation period."
2552,2552,DURATION:  Long term
2553,2553,DURATION:  Long term
2554,2554,DURATION:  Long term
2556,2556,DURATION:  Long term
2557,2557,DURATION:  One year with three months probation period.
2558,2558,DURATION:  Long term
2560,2560,DURATION:  Long term
2562,2562,DURATION:  Long term
2566,2566,DURATION:  3 months probation with possible extension for one year.
2568,2568,DURATION:  Long term
2570,2570,DURATION:  Long term
2571,2571,DURATION:  Long term
2573,2573,DURATION:  Permanent
2574,2574,DURATION:  Long term
2576,2576,DURATION:  Long term
2577,2577,DURATION:  One month with the possibility of extension for an additional
2578,2578,DURATION:  Permanent
2579,2579,DURATION:  Long term
2581,2581,DURATION:  Long term with 3 months probation period.
2582,2582,DURATION:  Full time (40 hours/ week).
2584,2584,DURATION:  Long term
2585,2585,DURATION:  Long term with 2 months probation period.
2586,2586,DURATION:  Long term
2587,2587,DURATION:  Long term
2588,2588,DURATION:  Long term
2589,2589,DURATION:  Long term
2598,2598,DURATION:  Long term with 3 months of probation.
2600,2600,DURATION:  Long term
2602,2602,DURATION:  Long term
2604,2604,DURATION:  Six-month contract with possible extension.
2605,2605,DURATION:  Six-month contract with possible extension.
2606,2606,DURATION:  Six-month contract with possible extension.
2607,2607,DURATION:  Long term
2610,2610,DURATION:  Six-month contract with possible extension.
2615,2615,DURATION:  Long term
2616,2616,"DURATION:  Long Term, with 3 months probation period."
2617,2617,DURATION:  1 year contract with possible extension.
2619,2619,DURATION:  Long term with 3 months probation period.
2620,2620,DURATION:  Long term
2624,2624,"DURATION:  Long term, with one month probation period."
2632,2632,DURATION:  Full time
2635,2635,DURATION:  Long term
2636,2636,DURATION:  Long term
2639,2639,DURATION:  Long term
2647,2647,DURATION:  Long term
2648,2648,DURATION:  5 years
2649,2649,DURATION:  5 years
2650,2650,DURATION:  5 years
2651,2651,DURATION:  5 years
2652,2652,DURATION:  5 years
2653,2653,DURATION:  5 years
2654,2654,DURATION:  5 years
2655,2655,DURATION:  5 years
2656,2656,DURATION:  5 years
2657,2657,DURATION:  5 years
2659,2659,DURATION:  Long term
2660,2660,DURATION:  Long term
2663,2663,DURATION:  Long term
2664,2664,DURATION:  Long term
2665,2665,DURATION:  Long term
2666,2666,DURATION:  Two years
2667,2667,DURATION:  9 months
2668,2668,DURATION:  1 year
2669,2669,DURATION:  Two years
2670,2670,DURATION:  1 year contract with possible extension.
2672,2672,DURATION:  Long term
2674,2674,DURATION:  Long term
2676,2676,DURATION:  Long term
2677,2677,DURATION:  Long term
2679,2679,DURATION:  One semester (5 months) training program
2689,2689,DURATION:  Long term
2694,2694,DURATION:  Long term with 2 months probation period.
2698,2698,DURATION:  Permanent with 3 months trial period.
2700,2700,DURATION:  Long term
2701,2701,DURATION:  Permanent with 3 months trial period.
2702,2702,DURATION:  Permanent with 3 months trial period.
2703,2703,DURATION:  Long-term
2704,2704,DURATION:  Long term
2709,2709,DURATION:  Long term
2710,2710,DURATION:  Long term
2712,2712,"DURATION:  Long term, with one month probation period."
2713,2713,DURATION:  Long term
2714,2714,DURATION:  Long term
2715,2715,DURATION:  Long term
2717,2717,DURATION:  Long term
2721,2721,DURATION:  Part time   (5 hours a day).
2726,2726,DURATION:  Long term
2728,2728,DURATION:  Long term
2730,2730,DURATION:  6 months
2731,2731,DURATION:  Long term with probation period
2732,2732,DURATION:  6 months
2733,2733,DURATION:  Long term with probation period
2734,2734,DURATION:  Long-term
2737,2737,DURATION:  Long term with 3 months of probation period
2738,2738,DURATION:  One year contract with possible extension (probation period 2
2739,2739,DURATION:  Long-term
2740,2740,DURATION:  Permanent
2741,2741,"DURATION:  Long-term, with probation period"
2742,2742,DURATION:  Permanent with 3 months trial period
2743,2743,DURATION:  1 year contract with possible extension.
2744,2744,DURATION:  Permanent with 3 months trial period
2745,2745,DURATION:  Permanent with 3 months trial period.
2746,2746,DURATION:  Long term
2747,2747,DURATION:  Long term
2748,2748,DURATION:  Long term
2749,2749,DURATION:  Long term
2752,2752,DURATION:  12 months
2754,2754,DURATION:  Long term
2755,2755,DURATION:  Permanent with a probation period
2756,2756,DURATION:  Two years
2757,2757,DURATION:  9 months
2758,2758,DURATION:  4 year (possibility of extension)
2759,2759,DURATION:  Long-term
2764,2764,DURATION:  Long term
2766,2766,DURATION:  Long term
2768,2768,DURATION:  Long term
2769,2769,DURATION:  Permanent
2770,2770,DURATION:  Long term
2771,2771,DURATION:  Permanent
2776,2776,DURATION:  Long term
2779,2779,DURATION:  Long term
2781,2781,"DURATION:  Long term, with probation period."
2784,2784,DURATION:  Long term
2785,2785,DURATION:  Long term
2789,2789,DURATION:  Long term
2791,2791,DURATION:  Long term
2792,2792,DURATION:  Long term
2793,2793,DURATION:  Pemanent
2794,2794,DURATION:  Long term
2798,2798,DURATION:  4 months (on paid basis).
2800,2800,"DURATION:  Long-term, with 3 months of probation period"
2801,2801,DURATION:  Permanent
2802,2802,DURATION:  Permanent
2803,2803,DURATION:  Permanent
2804,2804,DURATION:  Long term
2807,2807,DURATION:  Long term with one month of probation period.
2811,2811,DURATION:  Long term
2812,2812,DURATION:  2 years
2813,2813,DURATION:  One year with possible extension.
2815,2815,DURATION:  Permanent
2816,2816,DURATION:  Long term
2817,2817,DURATION:  Permanent
2818,2818,DURATION:  Long term
2819,2819,DURATION:  Long term
2821,2821,DURATION:  Long term
2822,2822,DURATION:  12 months
2823,2823,DURATION:  Three months-five years
2824,2824,DURATION:  Three months-five years
2825,2825,DURATION:  Three months-five years.
2826,2826,DURATION:  Three months-five years
2827,2827,DURATION:  Three months-five years
2828,2828,DURATION:  Three months-five years
2829,2829,DURATION:  Three months-five years
2830,2830,DURATION:  Three months-five years
2831,2831,DURATION:  Long term
2833,2833,DURATION:  Three months-five years
2836,2836,DURATION:  Permanent
2837,2837,DURATION:  Long term
2838,2838,DURATION:  Permanent
2839,2839,DURATION:  Permanent
2840,2840,DURATION:  Permanent
2841,2841,DURATION:  Long term
